Job Title,Position_Encoded,min_salary,max_salary,avg_salary,Rating,Location_state_binned,Headquarters_state_binned,works_at_headquarters,Size_cleaned,Company_age,Ownership_Grouped,Industry,Sector,Revenue
Machine Learning,2.0,61.0,113.0,87.0,3.7,Other,il,No,Medium,52.0,Public,Stock Exchanges,Finance & Consulting,
Research,2.0,39.0,66.0,52.5,2.4,il,Other,No,Medium,,Private,Food & Beverage Manufacturing,Industrial & Energy,300000000.0
Data Engineering,2.0,43.0,86.0,64.5,3.2,ny,ny,Yes,Medium,22.0,Private,Research & Development,Finance & Consulting,
Others,2.0,74.0,149.0,111.5,2.1,ca,ca,Yes,Medium,,Public,Biotech & Pharmaceuticals,Healthcare & Education,37500000.0
Data Science,4.0,,,,4.5,ca,ma,No,Medium,26.0,Private,Video Games,Other Services,
Data Engineering,,113.0,196.0,154.5,3.7,ma,Other,No,Very Large,,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Machine Learning,4.0,81.0,167.0,124.0,2.6,pa,pa,Yes,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Data Science,4.0,97.0,160.0,128.5,4.4,il,il,Yes,Medium,17.0,Private,Consulting,Finance & Consulting,75000000.0
Data Engineering,2.0,,,,4.1,Other,ny,No,,18.0,Private,IT Services,Technology,7500000.0
Medical/Healthcare,2.0,24.0,39.0,31.5,3.7,Other,Other,Yes,Medium,59.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,300000000.0
Data Analysis,2.0,,,,3.1,Other,Other,Yes,Medium,23.0,Private,Enterprise Software & Network Solutions,Technology,37500000.0
Data Analysis,2.0,,,,3.7,va,ny,No,Medium,36.0,Private,IT Services,Technology,300000000.0
Business,,,,,2.7,ny,ny,Yes,Large,59.0,Public,Banks & Credit Unions,Finance & Consulting,10000000000.0
Data Science,,,,,3.8,ma,Other,No,Very Large,29.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,5.0,42.0,86.0,64.0,3.5,ca,ca,Yes,Medium,29.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,4.0,69.0,127.0,98.0,3.0,Other,Other,Yes,Very Large,67.0,Private,Gas Stations,Consumer & Retail,10000000000.0
Data Science,2.0,110.0,175.0,142.5,4.2,ca,ca,Yes,Small,15.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,2.0,,,,4.1,il,il,Yes,Medium,10.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,4.0,102.0,172.0,137.0,3.9,ny,Other,No,Very Large,112.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Engineering,2.0,74.0,124.0,99.0,4.0,Other,Other,Yes,Medium,110.0,Public Service,Insurance Carriers,Finance & Consulting,
Software Engineering,2.0,40.0,68.0,54.0,3.3,Other,Other,Yes,Medium,61.0,Private,Food & Beverage Manufacturing,Industrial & Energy,
Data Science,4.0,108.0,171.0,139.5,4.4,ma,ma,Yes,Large,41.0,Private,Computer Hardware & Software,Technology,1500000000.0
Data Engineering,2.0,76.0,142.0,109.0,3.4,Other,va,No,Medium,26.0,Private,IT Services,Technology,37500000.0
Data Engineering,2.0,,,,4.1,ny,Other,No,Small,22.0,Private,Staffing & Outsourcing,Finance & Consulting,17500000.0
Data Science,,202.0,306.0,254.0,3.3,il,ma,No,Very Large,113.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Medical/Healthcare,5.0,,,,5.0,ca,ca,Yes,Small,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Others,2.0,49.0,97.0,73.0,2.9,ca,ca,No,Medium,13.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Others,3.0,49.0,113.0,81.0,2.7,Other,Other,Yes,Medium,64.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,37500000.0
Medical/Healthcare,2.0,21.0,34.0,27.5,3.6,Other,Other,No,Large,90.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,300000000.0
Data Engineering,2.0,,,,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Others,2.0,65.0,134.0,99.5,3.1,Other,Other,Yes,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Data Analysis,1.0,32.0,59.0,45.5,3.3,Other,Other,Yes,Medium,36.0,Private,Insurance Carriers,Finance & Consulting,
Data Science,,,,,3.8,ma,Other,No,Very Large,29.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Engineering,4.0,87.0,158.0,122.5,4.5,Other,Other,Yes,Small,29.0,Private,Consulting,Finance & Consulting,37500000.0
Data Science,4.0,107.0,173.0,140.0,3.9,il,il,Yes,Large,57.0,Public,Financial Analytics & Research,Finance & Consulting,1500000000.0
Data Science,4.0,56.0,99.0,77.5,3.2,va,ma,No,Large,67.0,Public Service,Federal Agencies,Other Services,1500000000.0
Others,2.0,25.0,28.0,26.5,3.3,ma,ma,Yes,,49.0,Private,Construction,Industrial & Energy,
Others,2.0,,,,2.9,ca,ca,No,Large,54.0,Private,Consumer Products Manufacturing,Industrial & Energy,1500000000.0
Others,4.0,80.0,155.0,117.5,3.1,Other,Other,Yes,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Others,2.0,43.0,98.0,70.5,2.4,ca,ca,Yes,Medium,19.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,75000000.0
Data Analysis,5.0,45.0,78.0,61.5,4.8,ca,ca,Yes,Small,14.0,Private,Computer Hardware & Software,Technology,37500000.0
Others,1.0,44.0,96.0,70.0,2.9,ny,Other,No,Large,10.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Others,4.0,50.0,110.0,80.0,2.9,Other,Other,No,Large,10.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Engineering,2.0,61.0,119.0,90.0,3.4,ma,ma,Yes,Large,37.0,Private,Insurance Carriers,Finance & Consulting,300000000.0
Research,2.0,100.0,140.0,120.0,3.770932754880694,ma,ca,No,,,Private,Biotech & Pharmaceuticals,Technology,
Others,2.0,56.0,91.0,73.5,2.6,pa,pa,Yes,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Data Engineering,2.0,,,,4.8,Other,Other,No,Medium,10.0,Private,IT Services,Technology,37500000.0
Machine Learning,3.0,,,,4.6,ca,ca,Yes,Small,13.0,Private,Internet,Technology,
Data Science,2.0,68.0,114.0,91.0,3.8,Other,Other,Yes,Medium,41.0,Private,Advertising & Marketing,Finance & Consulting,
Data Science,2.0,150.0,160.0,155.0,5.0,Other,va,No,,,Private,Enterprise Software & Network Solutions,Technology,
Data Science,4.0,,,,4.3,ny,ca,No,Medium,14.0,Private,Enterprise Software & Network Solutions,Technology,
Others,2.0,101.0,158.0,129.5,3.6,ma,ma,No,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Engineering,2.0,,,,4.2,ny,ny,Yes,Small,11.0,Private,Lending,Finance & Consulting,
Data Analysis,5.0,,,,4.8,pa,pa,Yes,Small,16.0,Private,Publishing,Other Services,
Data Science,5.0,125.0,210.0,167.5,4.0,ny,ny,Yes,Very Large,176.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,2.0,43.0,77.0,60.0,3.8,Other,Other,Yes,Large,155.0,Public,Banks & Credit Unions,Finance & Consulting,1500000000.0
Others,4.0,,,,3.6,va,va,No,Small,17.0,Private,Consulting,Finance & Consulting,
Data Science,6.0,139.0,221.0,180.0,3.9,ca,ca,Yes,Small,16.0,Private,Financial Analytics & Research,Finance & Consulting,75000000.0
Data Analysis,2.0,44.0,86.0,65.0,3.8,ny,ny,Yes,Large,23.0,Private,Travel Agencies,Other Services,3500000000.0
Data Engineering,4.0,78.0,147.0,112.5,4.3,Other,ca,No,Large,35.0,Private,Computer Hardware & Software,Technology,1500000000.0
Data Analysis,4.0,65.0,110.0,87.5,1.9,ny,ny,Yes,Medium,15.0,Private,"Department, Clothing, & Shoe Stores",Consumer & Retail,300000000.0
Others,2.0,37.0,66.0,51.5,3.3,Other,ma,No,Very Large,113.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Others,1.0,38.0,64.0,51.0,4.7,ca,ca,No,Small,53.0,Private,Architectural & Engineering Services,Finance & Consulting,17500000.0
Data Science,1.0,43.0,82.0,62.5,3.1,ma,Other,No,Very Large,169.0,Private,Banks & Credit Unions,Finance & Consulting,10000000000.0
Data Engineering,4.0,90.0,110.0,100.0,3.4,Other,Other,No,Medium,44.0,Public,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,2.0,61.0,109.0,85.0,4.4,va,Other,No,Small,21.0,Private,IT Services,Technology,
Data Science,4.0,93.0,151.0,122.0,3.9,Other,Other,Yes,Medium,13.0,Private,Computer Hardware & Software,Technology,
Data Analysis,2.0,52.0,81.0,66.5,3.9,il,Other,No,Medium,30.0,Private,Enterprise Software & Network Solutions,Technology,300000000.0
Others,2.0,40.0,101.0,70.5,4.7,Other,Other,Yes,Large,23.0,Private,Lending,Finance & Consulting,
Data Engineering,4.0,97.0,180.0,138.5,4.7,Other,Other,Yes,Small,15.0,Private,Security Services,Finance & Consulting,17500000.0
Data Science,2.0,81.0,134.0,107.5,3.4,ma,Other,No,Large,82.0,Private,Consulting,Finance & Consulting,300000000.0
Others,2.0,84.0,157.0,120.5,3.8,ma,ma,Yes,Medium,17.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,75000000.0
Others,3.0,49.0,113.0,81.0,2.7,Other,Other,Yes,Medium,64.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,37500000.0
Others,2.0,68.0,139.0,103.5,3.1,Other,Other,No,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Data Engineering,4.0,75.0,140.0,107.5,3.4,il,il,Yes,Large,20.0,Public,Transportation Management,Industrial & Energy,3500000000.0
Data Engineering,2.0,,,,4.0,Other,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Medical/Healthcare,4.0,,,,3.4,ca,ca,Yes,Very Large,20.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,3500000000.0
Data Engineering,6.0,121.0,203.0,162.0,4.0,ca,ca,No,Large,18.0,Private,Internet,Technology,
Data Science,2.0,52.0,85.0,68.5,3.5,ca,ca,Yes,Large,56.0,Private,Computer Hardware & Software,Technology,1500000000.0
Data Science,4.0,81.0,140.0,110.5,3.4,Other,ny,No,Very Large,47.0,Public,Insurance Carriers,Finance & Consulting,7500000000.0
Data Science,2.0,63.0,99.0,81.0,3.7,il,il,No,Very Large,100.0,Public,Industrial Manufacturing,Industrial & Energy,10000000000.0
Data Science,4.0,110.0,150.0,130.0,4.3,il,il,Yes,Large,32.0,Public,Real Estate,Other Services,3500000000.0
Data Engineering,4.0,83.0,148.0,115.5,3.7,Other,Other,Yes,Medium,,Private,Insurance Carriers,Finance & Consulting,300000000.0
Data Engineering,4.0,,,,4.7,il,il,No,Small,11.0,Private,IT Services,Technology,3000000.0
Data Science,4.0,60.0,101.0,80.5,3.8,Other,Other,Yes,Large,60.0,Public Service,Energy,Industrial & Energy,
Others,2.0,,,,4.4,ma,ma,Yes,Small,,Public,Biotech & Pharmaceuticals,Technology,
Data Analysis,2.0,,,,3.7,pa,pa,Yes,Medium,93.0,Private,Banks & Credit Unions,Finance & Consulting,1500000000.0
Others,,,,,3.7,ma,Other,No,Very Large,52.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Analysis,2.0,31.0,55.0,43.0,4.6,Other,Other,Yes,Medium,33.0,Private,Lending,Finance & Consulting,300000000.0
Business,,102.0,178.0,140.0,4.4,ma,ma,Yes,Medium,22.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Others,4.0,110.0,130.0,120.0,3.770932754880694,ma,ca,No,,,Private,Biotech & Pharmaceuticals,Technology,
Data Analysis,4.0,48.0,85.0,66.5,3.0,pa,pa,Yes,Large,42.0,Private,Insurance Carriers,Finance & Consulting,7500000000.0
Data Engineering,6.0,66.0,123.0,94.5,4.7,ca,ca,No,Small,19.0,Private,Staffing & Outsourcing,Finance & Consulting,3000000.0
Data Science,4.0,92.0,146.0,119.0,3.8,Other,Other,No,Large,60.0,Public Service,Energy,Industrial & Energy,
Medical/Healthcare,2.0,21.0,29.0,25.0,3.2,ny,Other,No,Very Large,29.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,10000000000.0
Data Analysis,4.0,10.0,17.0,13.5,2.7,Other,Other,No,Large,25.0,Public,Financial Transaction Processing,Finance & Consulting,3500000000.0
Data Science,,150.0,239.0,194.5,3.3,il,ma,No,Very Large,113.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Research,4.0,52.0,91.0,71.5,3.9,Other,Other,Yes,Large,78.0,Public Service,Research & Development,Finance & Consulting,
Data Science,2.0,82.0,129.0,105.5,3.7,Other,Other,Yes,Medium,,Public Service,Colleges & Universities,Healthcare & Education,
Others,,,,,2.6,pa,pa,Yes,Medium,41.0,Public Service,Colleges & Universities,Healthcare & Education,
Others,4.0,47.0,101.0,74.0,3.1,Other,Other,Yes,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Others,4.0,,,,4.1,ma,ma,Yes,Medium,17.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,2.0,49.0,76.0,62.5,3.7,Other,ma,No,Very Large,103.0,Public,Aerospace & Defense,Industrial & Energy,10000000000.0
Data Engineering,6.0,,,,3.770932754880694,ny,ny,Yes,,,Private,Biotech & Pharmaceuticals,Technology,
Research,4.0,43.0,88.0,65.5,4.3,Other,Other,No,Large,67.0,Public Service,Research & Development,Finance & Consulting,
Data Science,,124.0,199.0,161.5,3.6,Other,Other,Yes,Large,36.0,Private,Advertising & Marketing,Finance & Consulting,
Data Analysis,4.0,52.0,93.0,72.5,2.1,pa,pa,Yes,Large,22.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Engineering,4.0,97.0,181.0,139.0,3.9,ca,ca,Yes,Small,17.0,Public,Computer Hardware & Software,Technology,17500000.0
Others,4.0,,,,5.0,ca,ca,Yes,Small,9.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Engineering,4.0,100.0,173.0,136.5,3.9,ca,ca,Yes,Medium,18.0,Private,Internet,Technology,17500000.0
Data Science,1.0,53.0,96.0,74.5,3.8,ny,ny,Yes,Large,23.0,Private,Travel Agencies,Other Services,3500000000.0
Others,4.0,65.0,96.0,80.5,3.1,Other,Other,Yes,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Data Science,2.0,56.0,95.0,75.5,3.5,Other,ny,No,Large,155.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,1500000000.0
Data Science,2.0,111.0,176.0,143.5,4.7,Other,Other,Yes,Small,9.0,Private,IT Services,Technology,
Data Science,2.0,75.0,127.0,101.0,5.0,va,ny,No,Small,11.0,Private,Aerospace & Defense,Industrial & Energy,17500000.0
Data Engineering,2.0,65.0,119.0,92.0,3.6,ma,ma,Yes,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Data Science,2.0,56.0,97.0,76.5,3.8,ny,Other,No,Large,60.0,Public Service,Energy,Industrial & Energy,
Data Science,7.0,108.0,173.0,140.5,4.7,Other,Other,Yes,Small,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,3000000.0
Data Science,2.0,94.0,139.0,116.5,3.6,Other,ny,No,Very Large,213.0,Public,Investment Banking & Asset Management,Finance & Consulting,10000000000.0
Data Engineering,2.0,,,,4.0,Other,Other,No,Medium,27.0,Public,Video Games,Other Services,
Machine Learning,7.0,176.0,289.0,232.5,4.7,ca,ca,No,Medium,26.0,Private,Computer Hardware & Software,Technology,
Data Science,2.0,92.0,149.0,120.5,3.5,ca,ca,Yes,Small,9.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,2.0,63.0,101.0,82.0,3.5,va,ca,No,Large,56.0,Private,Computer Hardware & Software,Technology,1500000000.0
Data Science,2.0,,,,3.6,ny,Other,No,,,Private,Staffing & Outsourcing,Finance & Consulting,500000.0
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Engineering,4.0,,,,3.4,ca,ca,No,Large,24.0,Private,IT Services,Technology,75000000.0
Data Science,2.0,118.0,188.0,153.0,2.7,ca,Other,No,Very Large,18.0,Public,IT Services,Technology,
Data Science,2.0,108.0,146.0,127.0,3.4,ca,ca,Yes,Medium,17.0,Private,Internet,Technology,
Data Science,2.0,65.0,106.0,85.5,4.7,ca,ca,Yes,Small,15.0,Private,Computer Hardware & Software,Technology,
Data Science,2.0,55.0,98.0,76.5,2.8,ny,ny,Yes,Large,49.0,Public,Wholesale,Finance & Consulting,1500000000.0
Data Science,2.0,94.0,162.0,128.0,3.5,ny,ca,No,Large,33.0,Private,TV Broadcast & Cable Networks,Other Services,
Data Engineering,2.0,,,,3.8,ca,ca,No,Large,28.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,
Data Engineering,2.0,63.0,120.0,91.5,3.2,pa,pa,No,,,Private,Staffing & Outsourcing,Finance & Consulting,7500000.0
Others,4.0,90.0,179.0,134.5,4.4,ma,ma,Yes,Medium,12.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,300000000.0
Data Science,2.0,127.0,202.0,164.5,3.3,ca,ca,Yes,Medium,17.0,Private,Advertising & Marketing,Finance & Consulting,
Software Engineering,2.0,60.0,127.0,93.5,4.0,Other,Other,Yes,Small,23.0,Private,Computer Hardware & Software,Technology,7500000.0
Data Science,2.0,,,,3.6,ca,Other,No,Large,9.0,Public Service,Federal Agencies,Other Services,
Data Analysis,2.0,31.0,57.0,44.0,3.4,Other,Other,Yes,Medium,34.0,Public,Telecommunications Manufacturing,Technology,75000000.0
Data Engineering,3.0,105.0,194.0,149.5,3.8,Other,ca,No,Medium,15.0,Private,Computer Hardware & Software,Technology,
Data Engineering,1.0,45.0,86.0,65.5,3.5,Other,Other,Yes,Large,18.0,Private,Research & Development,Finance & Consulting,
Data Engineering,2.0,75.0,143.0,109.0,4.4,va,ca,No,,10.0,Private,Enterprise Software & Network Solutions,Technology,
Data Engineering,2.0,,,,4.2,Other,Other,No,Very Large,,Public Service,Religious Organizations,Other Services,
Data Engineering,3.0,126.0,228.0,177.0,3.7,ca,ca,Yes,Large,37.0,Private,Computer Hardware & Software,Technology,75000000.0
Data Science,2.0,,,,3.9,Other,ca,No,Medium,,Private,IT Services,Technology,37500000.0
Data Science,2.0,80.0,134.0,107.0,4.7,va,ma,No,Medium,15.0,Private,Aerospace & Defense,Industrial & Energy,300000000.0
Data Science,2.0,120.0,189.0,154.5,4.1,ca,ca,Yes,Medium,13.0,Private,Enterprise Software & Network Solutions,Technology,
Data Science,2.0,,,,3.9,Other,Other,No,Large,29.0,Private,Computer Hardware & Software,Technology,300000000.0
Data Science,2.0,85.0,142.0,113.5,4.0,ny,Other,No,,,Private,Accounting,Finance & Consulting,500000.0
Data Science,4.0,95.0,154.0,124.5,3.5,Other,Other,Yes,Large,8.0,Public,Insurance Carriers,Finance & Consulting,
Data Science,2.0,111.0,176.0,143.5,2.5,ca,ca,Yes,,,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Science,2.0,87.0,140.0,113.5,3.9,ca,Other,No,,,Private,IT Services,Technology,500000.0
Data Science,2.0,76.0,127.0,101.5,3.4,va,va,No,Very Large,56.0,Public,Aerospace & Defense,Industrial & Energy,10000000000.0
Data Analysis,2.0,54.0,92.0,73.0,3.6,ny,ca,No,Very Large,90.0,Private,Health Care Products Manufacturing,Industrial & Energy,3500000000.0
Data Analysis,2.0,,,,4.4,ny,ca,No,Small,15.0,Private,Staffing & Outsourcing,Finance & Consulting,37500000.0
Data Science,2.0,61.0,100.0,80.5,3.5,ny,Other,No,Very Large,9.0,Public,Consulting,Finance & Consulting,3500000000.0
Data Science,2.0,81.0,140.0,110.5,3.770932754880694,ny,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Others,2.0,,,,3.770932754880694,ma,ny,No,,,Private,Biotech & Pharmaceuticals,Technology,
Data Engineering,3.0,80.0,148.0,114.0,2.9,ca,ny,No,Small,27.0,Private,Advertising & Marketing,Finance & Consulting,
Data Science,2.0,108.0,171.0,139.5,3.5,ca,Other,No,Small,,Private,"Health, Beauty, & Fitness",Consumer & Retail,7500000.0
Data Science,2.0,112.0,179.0,145.5,4.8,ny,Other,No,,14.0,Private,IT Services,Technology,
Data Science,2.0,63.0,111.0,87.0,4.0,ny,ny,Yes,Medium,18.0,Private,Lending,Finance & Consulting,300000000.0
Data Science,2.0,75.0,126.0,100.5,4.2,ma,ma,Yes,Medium,140.0,Private,Banks & Credit Unions,Finance & Consulting,75000000.0
Data Science,5.0,110.0,184.0,147.0,3.8,ny,Other,No,Very Large,58.0,Public,Enterprise Software & Network Solutions,Technology,10000000000.0
Data Engineering,2.0,76.0,145.0,110.5,3.7,ny,ny,Yes,Medium,111.0,Private,Insurance Carriers,Finance & Consulting,300000000.0
Data Science,2.0,,,,4.4,ca,Other,No,,,Private,Security Services,Finance & Consulting,
Others,2.0,,,,5.0,Other,Other,No,Small,14.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,3000000.0
Data Analysis,2.0,36.0,62.0,49.0,3.9,pa,pa,Yes,Medium,88.0,Public Service,Banks & Credit Unions,Finance & Consulting,
Data Science,2.0,70.0,118.0,94.0,4.6,ma,Other,No,Small,,Private,Consulting,Finance & Consulting,7500000.0
Data Science,2.0,,,,4.4,ca,ca,No,Small,15.0,Private,Staffing & Outsourcing,Finance & Consulting,37500000.0
Data Science,4.0,94.0,153.0,123.5,4.3,ny,ny,Yes,Large,26.0,Public,Enterprise Software & Network Solutions,Technology,
Data Science,4.0,,,,2.9,ny,ny,Yes,Large,32.0,Public Service,Insurance Carriers,Finance & Consulting,
Others,7.0,54.0,115.0,84.5,3.3,ny,ny,Yes,Very Large,11.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,
Data Analysis,2.0,50.0,92.0,71.0,3.7,va,va,Yes,Medium,36.0,Private,IT Services,Technology,300000000.0
Data Engineering,2.0,49.0,97.0,73.0,4.0,Other,ca,No,Very Large,86.0,Public,Computer Hardware & Software,Technology,
Machine Learning,,67.0,135.0,101.0,3.6,ma,ma,No,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Machine Learning,3.0,138.0,224.0,181.0,3.9,ca,ca,Yes,Medium,18.0,Private,Internet,Technology,17500000.0
Data Science,2.0,80.0,139.0,109.5,3.7,ca,va,No,Very Large,86.0,Public,Aerospace & Defense,Industrial & Energy,10000000000.0
Data Science,6.0,158.0,211.0,184.5,3.7,Other,ca,No,Very Large,67.0,Public,IT Services,Technology,10000000000.0
Data Science,4.0,150.0,180.0,165.0,3.9,ny,ny,Yes,Medium,11.0,Private,Enterprise Software & Network Solutions,Technology,
Data Analysis,2.0,42.0,80.0,61.0,3.7,il,il,Yes,Very Large,97.0,Public,Computer Hardware & Software,Technology,7500000000.0
Data Engineering,6.0,190.0,220.0,205.0,4.1,ca,ca,Yes,Small,15.0,Private,Internet,Technology,75000000.0
Data Analysis,2.0,42.0,77.0,59.5,3.1,ny,ny,Yes,Large,19.0,Public Service,K-12 Education,Healthcare & Education,300000000.0
Others,2.0,68.0,139.0,103.5,3.1,Other,Other,No,Large,150.0,Private,Consumer Products Manufacturing,Industrial & Energy,10000000000.0
Data Engineering,4.0,,,,4.2,Other,ny,No,Small,11.0,Private,Lending,Finance & Consulting,
Data Science,2.0,,,,3.770932754880694,ny,ny,Yes,,,Private,Biotech & Pharmaceuticals,Technology,
Data Analysis,2.0,54.0,71.0,62.5,3.0,Other,Other,No,Very Large,44.0,Public,IT Services,Technology,10000000000.0
Data Analysis,5.0,34.0,92.0,63.0,3.6,ma,ma,Yes,Large,174.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Medical/Healthcare,4.0,,,,4.6,ca,ca,Yes,Medium,12.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Analysis,2.0,47.0,85.0,66.0,3.6,ny,ny,Yes,,45.0,Private,Health Care Services & Hospitals,Healthcare & Education,17500000.0
Data Engineering,2.0,65.0,124.0,94.5,3.5,ca,ca,Yes,Medium,12.0,Private,Health Care Services & Hospitals,Healthcare & Education,
Data Science,2.0,,,,3.770932754880694,ca,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Data Science,2.0,56.0,95.0,75.5,4.2,ny,ny,Yes,Small,13.0,Private,Education Training Services,Healthcare & Education,
Data Analysis,5.0,,,,3.3,Other,Other,No,Small,44.0,Private,Staffing & Outsourcing,Finance & Consulting,7500000.0
Data Science,2.0,,,,3.770932754880694,ny,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Machine Learning,2.0,62.0,112.0,87.0,4.0,va,va,No,Medium,71.0,Public,Aerospace & Defense,Industrial & Energy,300000000.0
Data Science,4.0,107.0,173.0,140.0,3.9,Other,Other,No,Very Large,112.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,64.0,108.0,86.0,3.7,Other,va,No,Medium,19.0,Private,IT Services,Technology,37500000.0
Data Science,4.0,89.0,144.0,116.5,4.4,ca,ca,Yes,,13.0,Private,Internet,Technology,
Data Science,5.0,,,,3.770932754880694,ny,ny,Yes,,,Private,Biotech & Pharmaceuticals,Technology,
Others,4.0,109.0,200.0,154.5,3.5,ma,ma,Yes,Large,15.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,1500000000.0
Data Science,2.0,,,,3.770932754880694,ca,Other,No,,,Private,Biotech & Pharmaceuticals,Technology,
Machine Learning,2.0,61.0,113.0,87.0,3.7,Other,il,No,Medium,52.0,Public,Stock Exchanges,Finance & Consulting,
Data Analysis,2.0,35.0,62.0,48.5,3.6,ca,ca,Yes,Large,39.0,Private,Gambling,Other Services,300000000.0
Data Engineering,2.0,55.0,105.0,80.0,3.4,Other,ca,No,Medium,23.0,Private,IT Services,Technology,1500000000.0
Medical/Healthcare,2.0,18.0,25.0,21.5,4.0,Other,Other,No,Large,48.0,Public Service,Health Care Services & Hospitals,Healthcare & Education,75000000.0
Research,2.0,39.0,66.0,52.5,2.4,il,Other,No,Medium,,Private,Food & Beverage Manufacturing,Industrial & Energy,300000000.0
Data Science,7.0,135.0,211.0,173.0,3.7,ca,va,No,Very Large,86.0,Public,Aerospace & Defense,Industrial & Energy,10000000000.0
Data Engineering,2.0,57.0,80.0,68.5,3.5,Other,ca,No,Medium,28.0,Private,Biotech & Pharmaceuticals,Healthcare & Education,
Data Science,2.0,129.0,215.0,172.0,4.4,ny,ny,Yes,Large,24.0,Private,Investment Banking & Asset Management,Finance & Consulting,
Data Science,2.0,86.0,143.0,114.5,3.3,ma,ma,Yes,Very Large,113.0,Private,Insurance Carriers,Finance & Consulting,10000000000.0
Others,7.0,63.0,127.0,95.0,3.9,Other,Other,No,Very Large,112.0,Public,Biotech & Pharmaceuticals,Healthcare & Education,10000000000.0
Data Science,2.0,50.0,89.0,69.5,3.2,ma,ma,Yes,Large,67.0,Public Service,Federal Agencies,Other Services,1500000000.0
Data Engineering,2.0,43.0,86.0,64.5,3.2,ny,ny,Yes,Medium,22.0,Private,Research & Development,Finance & Consulting,
Data Science,4.0,,,,4.5,ca,ma,No,Medium,26.0,Private,Video Games,Other Services,
Others,2.0,74.0,149.0,111.5,2.1,ca,ca,Yes,Medium,,Public,Biotech & Pharmaceuticals,Healthcare & Education,37500000.0
Data Science,2.0,71.0,124.0,97.5,4.0,ny,ny,Yes,Medium,18.0,Private,Consumer Product Rental,Consumer & Retail,
